nid,name,path,ntype,weight,data,lasttime
1127427536,EDW_CMR_DealSubmissionMetrics,spEED.dbo.EDW_CMR_DealSubmissionMetrics,tbl,924,536 KB,NULL
1159427650,EDW_CMR_DealSubmissionMetadata,spEED.dbo.EDW_CMR_DealSubmissionMetadata,tbl,924,136 KB,32:42.3
1378520390,EDW_LES_DealBondTranche,spEED.dbo.EDW_LES_DealBondTranche,tbl,899,456 KB,NULL
1410520504,EDW_LES_DealBondSecurity,spEED.dbo.EDW_LES_DealBondSecurity,tbl,899,392 KB,NULL
1442520618,EDW_LES_DealBondContact,spEED.dbo.EDW_LES_DealBondContact,tbl,899,368 KB,NULL
1474520732,EDW_LES_DealBond,spEED.dbo.EDW_LES_DealBond,tbl,899,96 KB,NULL
1854017736,tmp_PECD_Positions,spEED.CDO.tmp_PECD_Positions,tbl,887,80 KB,NULL
1764461610,RPT_MU_CDR_LTV,spEED.dbo.RPT_MU_CDR_LTV,tbl,864,48 KB,NULL
1780461667,RPT_MU_CDR_LOAN_SIZE,spEED.dbo.RPT_MU_CDR_LOAN_SIZE,tbl,864,48 KB,NULL
1668461268,RPT_MU_CDR_VINTAGE,spEED.dbo.RPT_MU_CDR_VINTAGE,tbl,864,48 KB,NULL
1556460869,RPT_MU_DQ_D60PP_CURR_CTLV,spEED.dbo.RPT_MU_DQ_D60PP_CURR_CTLV,tbl,864,40 KB,NULL
1508460698,RPT_MU_DQ_D60PP_ORIG_YEAR,spEED.dbo.RPT_MU_DQ_D60PP_ORIG_YEAR,tbl,864,40 KB,NULL
1060459102,RPT_MU_VPR_VINTAGE,spEED.dbo.RPT_MU_VPR_VINTAGE,tbl,864,40 KB,NULL
1076459159,RPT_MU_VPR_LTV,spEED.dbo.RPT_MU_VPR_LTV,tbl,864,40 KB,NULL
1108459273,RPT_MU_VPR_LOAN_SIZE,spEED.dbo.RPT_MU_VPR_LOAN_SIZE,tbl,864,40 KB,NULL
1380460242,RPT_MU_LS_CLTV,spEED.dbo.RPT_MU_LS_CLTV,tbl,858,32 KB,NULL
1284459900,RPT_MU_LS_TIME_spENT_DQ,spEED.dbo.RPT_MU_LS_TIME_spENT_DQ,tbl,853,40 KB,NULL
1188459558,RPT_MU_MP_REDEFAULT_CLTV,spEED.dbo.RPT_MU_MP_REDEFAULT_CLTV,tbl,840,48 KB,NULL
1204459615,RPT_MU_MP_REDEFAULT_CHANGE_PAYMENT,spEED.dbo.RPT_MU_MP_REDEFAULT_CHANGE_PAYMENT,tbl,840,48 KB,NULL
1684461325,RPT_MU_CDR_TIME_spENT_DQ_LIQUIDATION_TYPE,spEED.dbo.RPT_MU_CDR_TIME_spENT_DQ_LIQUIDATION_TYPE,tbl,840,40 KB,NULL
268709647,Intex_Tranche_History_Jacob,spEED.dbo.Intex_Tranche_History_Jacob,tbl,840,72 KB,NULL
89896979,LP_GroupAggregates_ForLoanGroups_Extended_20161119,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161119,tbl,828,968 KB,NULL
2112856181,LP_GroupAggregates_ForLoanGroups_Extended_20161118,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161118,tbl,828,968 KB,NULL
2068332020,LP_GroupAggregates_ForLoanGroups_Extended_20161117,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161117,tbl,828,976 KB,NULL
2023807859,LP_GroupAggregates_ForLoanGroups_Extended_20161116,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161116,tbl,828,968 KB,NULL
1883283356,LP_GroupAggregates_ForLoanGroups_Extended_20161115,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161115,tbl,828,976 KB,NULL
1582758283,LP_GroupAggregates_ForLoanGroups_Extended_20161112,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161112,tbl,828,976 KB,NULL
1650234521,LP_GroupAggregates_ForLoanGroups_Extended_20161111,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161111,tbl,828,976 KB,NULL
1820546265,LP_GroupAggregates_ForLoanGroups_Extended,spEED.dbo.LP_GroupAggregates_ForLoanGroups_Extended,tbl,827,1120 KB,NULL
1900546550,LP_GroupAggregates_ForLoanGroups_Extended,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended,tbl,827,1120 KB,NULL
1820546265,LP_GroupAggregates_ForLoanGroups_Extended,spEED.dbo.LP_GroupAggregates_ForLoanGroups_Extended,tbl,827,1624 KB,NULL
1900546550,LP_GroupAggregates_ForLoanGroups_Extended,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended,tbl,827,1624 KB,NULL
2095476131,LP_GroupAggregates_ForLoanGroups_Extended_20161125,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161125,tbl,827,976 KB,NULL
223469462,LP_GroupAggregates_ForLoanGroups_Extended_20161124,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161124,tbl,827,976 KB,NULL
354945928,LP_GroupAggregates_ForLoanGroups_Extended_20161123,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161123,tbl,827,976 KB,NULL
422422166,LP_GroupAggregates_ForLoanGroups_Extended_20161122,spEED.Published.LP_GroupAggregates_ForLoanGroups_Extended_20161122,tbl,827,968 KB,NULL
1689877187,TraderGroupGUI_test_child,spEED.dbo.TraderGroupGUI_test_child,tbl,826,96 KB,NULL
1358068024,LP_Loanagg_Cohorts_custom2_list,spEED.dbo.LP_Loanagg_Cohorts_custom2_list,tbl,800,64 KB,NULL
1459640393,Dictionary_ReaderExceptions,spEED.dbo.Dictionary_ReaderExceptions,tbl,793,160 KB,05:42.8
1459640393,Dictionary_ReaderExceptions,spEED.dbo.Dictionary_ReaderExceptions,tbl,793,160 KB,05:42.8
1224521033,LP_Report_Shelf_Backup,spEED.dbo.LP_Report_Shelf_Backup,tbl,788,344 KB,NULL
210360064,LP_Report_Shelf,spEED.dbo.LP_Report_Shelf,tbl,788,344 KB,NULL
2002158228,LP_Minis_group,spEED.dbo.LP_Minis_group,tbl,766,208 KB,NULL
514204982,RatingsChangeReport,spEED.CDO.RatingsChangeReport,tbl,766,272 KB,NULL
735862234,Kroll_deal,spEED.dbo.Kroll_deal,tbl,736,376 KB,10:19.0
518344961,DealProxy,spEED.dbo.DealProxy,tbl,734,56 KB,NULL
1169543350,temp2,spEED.dbo.temp2,tbl,728,24 KB,NULL
1044459045,RPT_MU_VPR_WAC,spEED.dbo.RPT_MU_VPR_WAC,tbl,720,32 KB,NULL
997942977,LP_Servicer_Advance_Enabled_Deals,spEED.dbo.LP_Servicer_Advance_Enabled_Deals,tbl,715,16 KB,NULL
341224616,MBS_CouponStack_CusipMapping,spEED.dbo.MBS_CouponStack_CusipMapping,tbl,696,40 KB,NULL
1678941353,LP_Report_Shelf_bk,spEED.dbo.LP_Report_Shelf_bk,tbl,688,304 KB,NULL
659741653,LP_GroupAggregates_ForLoanGroups,spEED.dbo.LP_GroupAggregates_ForLoanGroups,tbl,688,200 KB,NULL
1172459501,RPT_MU_MP_REDEFAULT_PAYMENT_POST_MOD,spEED.dbo.RPT_MU_MP_REDEFAULT_PAYMENT_POST_MOD,tbl,665,32 KB,NULL
1359864457,DUEDIL_Override_Images,spEED.dbo.DUEDIL_Override_Images,tbl,656,167560 KB,21:53.2
1444460470,RPT_MU_DQ_MONTHS_spENT,spEED.dbo.RPT_MU_DQ_MONTHS_spENT,tbl,648,32 KB,NULL
1716461439,RPT_MU_CDR_TIME_spENT_DQ,spEED.dbo.RPT_MU_CDR_TIME_spENT_DQ,tbl,648,32 KB,NULL
610673819,DUEDIL_CDO_Override_Values,spEED.dbo.DUEDIL_CDO_Override_Values,tbl,645,384 KB,NULL
1156459444,RPT_MU_MP_REDEFAULT_TYPE_MODIFICATION,spEED.dbo.RPT_MU_MP_REDEFAULT_TYPE_MODIFICATION,tbl,630,40 KB,NULL
719042043,Dictionary_IntexCMOFiles,spEED.dbo.Dictionary_IntexCMOFiles,tbl,621,80 KB,NULL
820197972,Dictionary_ABXCusips,spEED.dbo.Dictionary_ABXCusips,tbl,580,16 KB,55:48.1
494090438,LP_PLTS_DiscountParams,spEED.dbo.LP_PLTS_DiscountParams,tbl,573,72 KB,NULL
1853301712,EMAXX_Brokers,spEED.dbo.EMAXX_Brokers,tbl,570,48 KB,NULL
1935475561,LP_CollateralAnalysis_wac,spEED.dbo.LP_CollateralAnalysis_wac,tbl,557,40 KB,NULL
263776097,LP_CollateralAnalysis_calc,spEED.dbo.LP_CollateralAnalysis_calc,tbl,557,224 KB,NULL
1951475618,LP_CollateralAnalysis_Adv,spEED.dbo.LP_CollateralAnalysis_Adv,tbl,557,104 KB,NULL
621882674,LP_CollateralAnalysis,spEED.dbo.LP_CollateralAnalysis,tbl,557,224 KB,NULL
1018851092,EDW_CMBS_DealPropertyTopThreeTenant,spEED.dbo.EDW_CMBS_DealPropertyTopThreeTenant,tbl,533,200 KB,NULL
1050851206,EDW_CMBS_DealPropertySecuritisationDate,spEED.dbo.EDW_CMBS_DealPropertySecuritisationDate,tbl,533,192 KB,NULL
1082851320,EDW_CMBS_DealPropertyOccupancy,spEED.dbo.EDW_CMBS_DealPropertyOccupancy,tbl,533,144 KB,NULL
1146851548,EDW_CMBS_DealPropertyForeclosure,spEED.dbo.EDW_CMBS_DealPropertyForeclosure,tbl,533,104 KB,NULL
1178851662,EDW_CMBS_DealPropertyCollateral,spEED.dbo.EDW_CMBS_DealPropertyCollateral,tbl,533,288 KB,NULL
1210851776,EDW_CMBS_DealProperty,spEED.dbo.EDW_CMBS_DealProperty,tbl,533,56 KB,NULL
239391972,LP_CustomIndex,spEED.dbo.LP_CustomIndex,tbl,524,24 KB,NULL
1114851434,EDW_CMBS_DealPropertyMostRecentYTDFinancial,spEED.dbo.EDW_CMBS_DealPropertyMostRecentYTDFinancial,tbl,516,160 KB,NULL
698238038,DataModifyAudit,spEED.dbo.DataModifyAudit,tbl,509,3256 KB,NULL
356300429,LP_Aggregate_LiveLoans_Raw_Originator,spEED.dbo.LP_Aggregate_LiveLoans_Raw_Originator,tbl,497,48 KB,NULL
324300315,LP_Aggregate_LiveLoans_Mapped_Originator,spEED.dbo.LP_Aggregate_LiveLoans_Mapped_Originator,tbl,497,32 KB,NULL
974730625,Markit_TRX_Composite,spEED.dbo.Markit_TRX_Composite,tbl,488,64 KB,02:07.7
1445840463,Markit_ABX_Component,spEED.dbo.Markit_ABX_Component,tbl,480,64 KB,31:42.6
53952360,BBRG_CUSIP_RATING_Duplicates,spEED.dbo.BBRG_CUSIP_RATING_Duplicates,tbl,467,56 KB,47:02.1
274920151,BBrg_BackOffice_Dups_bb,spEED.dbo.BBrg_BackOffice_Dups_bb,tbl,456,80 KB,NULL
1109019132,LP_Replines_Cohorts_custom_list,spEED.dbo.LP_Replines_Cohorts_custom_list,tbl,440,32 KB,NULL
1092459216,RPT_MU_VPR_LOAN_TYPE,spEED.dbo.RPT_MU_VPR_LOAN_TYPE,tbl,432,24 KB,NULL
1812461781,RPT_MU_CDR_LIQ_GEO_STATE,spEED.dbo.RPT_MU_CDR_LIQ_GEO_STATE,tbl,432,24 KB,NULL
967426966,EDW_CRE_DealBondTrancheInformation,spEED.dbo.EDW_CRE_DealBondTrancheInformation,tbl,402,288 KB,NULL
999427080,EDW_CRE_DealBondSeriesLevelInformation,spEED.dbo.EDW_CRE_DealBondSeriesLevelInformation,tbl,402,120 KB,NULL
1031427194,EDW_CRE_DealBondLevelInformation,spEED.dbo.EDW_CRE_DealBondLevelInformation,tbl,402,360 KB,NULL
1063427308,EDW_CRE_DealBondContactInformation,spEED.dbo.EDW_CRE_DealBondContactInformation,tbl,402,152 KB,NULL
1095427422,EDW_CRE_DealBond,spEED.dbo.EDW_CRE_DealBond,tbl,402,64 KB,NULL
439112755,LP_Replines_mod_3m_bal_Calc,spEED.dbo.LP_Replines_mod_3m_bal_Calc,tbl,383,40 KB,NULL
423112698,LP_Replines_mod_3m_bal,spEED.dbo.LP_Replines_mod_3m_bal,tbl,383,40 KB,NULL
1691153070,LP_Aggregate_Deal_MSA_REO,spEED.dbo.LP_Aggregate_Deal_MSA_REO,tbl,346,24 KB,NULL
1765841603,Markit_TRX_Component,spEED.dbo.Markit_TRX_Component,tbl,343,48 KB,NULL
29399324,LP_CollateralAnalysis_CPR_Calc,spEED.dbo.LP_CollateralAnalysis_CPR_Calc,tbl,324,224 KB,NULL
1348199853,Speed_CDO_Intex_Deals_To_Explode,spEED.CDO.Speed_CDO_Intex_Deals_To_Explode,tbl,320,16 KB,01:47.6
2062734501,Speed_CDO_Intex_Deals_To_Explode,spEED.EURO.Speed_CDO_Intex_Deals_To_Explode,tbl,320,16 KB,01:47.6
525882332,LP_Replines_Deal_Calc,spEED.dbo.LP_Replines_Deal_Calc,tbl,307,280 KB,NULL
2079476074,LP_DealAggregates_ForLoanGroups_Extended_20161125,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161125,tbl,297,360 KB,NULL
207469405,LP_DealAggregates_ForLoanGroups_Extended_20161124,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161124,tbl,297,360 KB,NULL
338945871,LP_DealAggregates_ForLoanGroups_Extended_20161123,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161123,tbl,297,360 KB,NULL
406422109,LP_DealAggregates_ForLoanGroups_Extended_20161122,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161122,tbl,297,360 KB,NULL
73896922,LP_DealAggregates_ForLoanGroups_Extended_20161119,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161119,tbl,297,360 KB,NULL
2096856124,LP_DealAggregates_ForLoanGroups_Extended_20161118,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161118,tbl,297,360 KB,NULL
2052331963,LP_DealAggregates_ForLoanGroups_Extended_20161117,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161117,tbl,297,360 KB,NULL
2007807802,LP_DealAggregates_ForLoanGroups_Extended_20161116,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161116,tbl,297,360 KB,NULL
1867283299,LP_DealAggregates_ForLoanGroups_Extended_20161115,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161115,tbl,297,360 KB,NULL
1566758226,LP_DealAggregates_ForLoanGroups_Extended_20161112,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161112,tbl,297,360 KB,NULL
1634234464,LP_DealAggregates_ForLoanGroups_Extended_20161111,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended_20161111,tbl,297,360 KB,NULL
1788546151,LP_DealAggregates_ForLoanGroups_Extended,spEED.dbo.LP_DealAggregates_ForLoanGroups_Extended,tbl,297,352 KB,NULL
1868546436,LP_DealAggregates_ForLoanGroups_Extended,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended,tbl,297,352 KB,NULL
1788546151,LP_DealAggregates_ForLoanGroups_Extended,spEED.dbo.LP_DealAggregates_ForLoanGroups_Extended,tbl,297,400 KB,NULL
1868546436,LP_DealAggregates_ForLoanGroups_Extended,spEED.Published.LP_DealAggregates_ForLoanGroups_Extended,tbl,297,400 KB,NULL
1967918678,JOB_RunDuration,spEED.dbo.JOB_RunDuration,tbl,297,64 KB,NULL
1090519364,EDW_LES_DealSubmissionMetrics,spEED.dbo.EDW_LES_DealSubmissionMetrics,tbl,292,152 KB,NULL
1122519478,EDW_LES_DealSubmissionMetadata,spEED.dbo.EDW_LES_DealSubmissionMetadata,tbl,292,40 KB,32:42.3
203863793,LP_Minis,spEED.dbo.LP_Minis,tbl,286,48 KB,NULL
523200964,MAP_CDO_ASSET_TYP,spEED.CDO.MAP_CDO_ASSET_TYP,tbl,281,32 KB,19:02.4
1902733931,MAP_CDO_ASSET_TYP,spEED.EURO.MAP_CDO_ASSET_TYP,tbl,281,32 KB,19:02.4
1093019075,LP_Loanagg_Cohorts_custom_list,spEED.dbo.LP_Loanagg_Cohorts_custom_list,tbl,280,32 KB,NULL
954954974,ClassificationCode,spEED.dbo.ClassificationCode,tbl,258,16 KB,00:11.3
1236459729,RPT_MU_MP_MODIFICATION_MOD_TYPE,spEED.dbo.RPT_MU_MP_MODIFICATION_MOD_TYPE,tbl,252,16 KB,NULL
1252459786,RPT_MU_MP_CUMULATIVE_MODIFICATION,spEED.dbo.RPT_MU_MP_CUMULATIVE_MODIFICATION,tbl,252,16 KB,NULL
1476460584,RPT_MU_DQ_DISTRI_DIRTY_PAYLOAN,spEED.dbo.RPT_MU_DQ_DISTRI_DIRTY_PAYLOAN,tbl,252,16 KB,NULL
627741539,LP_DealAggregates_ForLoanGroups,spEED.dbo.LP_DealAggregates_ForLoanGroups,tbl,247,72 KB,NULL
1316460014,RPT_MU_LS_MODIFICATION_STATUS,spEED.dbo.RPT_MU_LS_MODIFICATION_STATUS,tbl,245,16 KB,NULL
1045539454,DUEDIL_Files_Prospectus,spEED.dbo.DUEDIL_Files_Prospectus,tbl,238,579976 KB,22:19.7
1504164554,IPREO_lkup_Country,spEED.dbo.IPREO_lkup_Country,tbl,238,16 KB,NULL
541882389,LP_Replines_Deals_list,spEED.dbo.LP_Replines_Deals_list,tbl,229,16 KB,NULL
1919554122,LP_Collat_Servicer_Map,spEED.dbo.LP_Collat_Servicer_Map,tbl,225,24 KB,NULL
2141406848,Holidays,spEED.dbo.Holidays,tbl,225,16 KB,00:47.5
1492460641,RPT_MU_DQ_DISTRI_DELINQUENCY_STATUS,spEED.dbo.RPT_MU_DQ_DISTRI_DELINQUENCY_STATUS,tbl,216,16 KB,NULL
1428460413,RPT_MU_DQ_PAY_HIST,spEED.dbo.RPT_MU_DQ_PAY_HIST,tbl,216,16 KB,NULL
1796461724,RPT_MU_CDR_LIQUIDATION_TYPE,spEED.dbo.RPT_MU_CDR_LIQUIDATION_TYPE,tbl,216,16 KB,NULL
1572460926,RPT_MU_DQ_C2D30_ROLLRATE_PAY_HIST,spEED.dbo.RPT_MU_DQ_C2D30_ROLLRATE_PAY_HIST,tbl,216,16 KB,NULL
1348460128,RPT_MU_LS_LIQUIDATION_TYPE,spEED.dbo.RPT_MU_LS_LIQUIDATION_TYPE,tbl,210,16 KB,NULL
1140459387,RPT_MU_MP_REDEFAULT_YEAR_MODIFICATION,spEED.dbo.RPT_MU_MP_REDEFAULT_YEAR_MODIFICATION,tbl,210,16 KB,NULL
1887475390,LP_HistVector_Paras,spEED.dbo.LP_HistVector_Paras,tbl,207,16 KB,NULL
1889545915,SBC_PRODUCT_TYPE_CODE,spEED.dbo.SBC_PRODUCT_TYPE_CODE,tbl,204,8 KB,NULL
1733841489,Markit_PRIMEX_Component,spEED.dbo.Markit_PRIMEX_Component,tbl,191,24 KB,31:42.5
2025162360,Dictionary_PrimeXCusips,spEED.dbo.Dictionary_PrimeXCusips,tbl,191,8 KB,30:31.5
1697545231,SBC_ARM_INDEX_TYPE,spEED.dbo.SBC_ARM_INDEX_TYPE,tbl,187,32 KB,NULL
1681545174,SBC_ARM_INDEX_CODE,spEED.dbo.SBC_ARM_INDEX_CODE,tbl,187,16 KB,NULL
1536164668,IPREO_lkup_Exchange,spEED.dbo.IPREO_lkup_Exchange,tbl,185,8 KB,NULL
1600164896,IPREO_lkup_Industry,spEED.dbo.IPREO_lkup_Industry,tbl,185,16 KB,NULL
462728801,LP_Universe_RRM_pcd,spEED.dbo.LP_Universe_RRM_pcd,tbl,173,8 KB,NULL
283512439,LP_Servicer_Advance_Rates_Cusips,spEED.dbo.LP_Servicer_Advance_Rates_Cusips,tbl,167,8 KB,NULL
1574322160,OddLot_JobStepRunningRecord,spEED.dbo.OddLot_JobStepRunningRecord,tbl,164,136 KB,NULL
1023472312,LP_DealGroupMap_Last,spEED.dbo.LP_DealGroupMap_Last,tbl,163,16 KB,NULL
255392029,LP_DealGroupMap,spEED.dbo.LP_DealGroupMap,tbl,163,24 KB,NULL
595741425,LP_CQSVCODE,spEED.dbo.LP_CQSVCODE,tbl,163,8 KB,05:13.5
839426510,EDW_CRE_DealSubmissionMetrics,spEED.dbo.EDW_CRE_DealSubmissionMetrics,tbl,162,88 KB,NULL
871426624,EDW_CRE_DealSubmissionMetadata,spEED.dbo.EDW_CRE_DealSubmissionMetadata,tbl,162,24 KB,32:42.3
346536368,tmp_SAP_Positions,spEED.CDO.tmp_SAP_Positions,tbl,155,8 KB,NULL
1996898531,RPT_SVCR_Mapping,spEED.dbo.RPT_SVCR_Mapping,tbl,140,8 KB,NULL
1926258613,LP_CusipDealIdMappingwGroupID_Extended,spEED.dbo.LP_CusipDealIdMappingwGroupID_Extended,tbl,139,8 KB,NULL
1538924654,LP_GroupAggregates,spEED.dbo.LP_GroupAggregates,tbl,138,232 KB,NULL
1887501953,Basel_UserPermission,spEED.dbo.Basel_UserPermission,tbl,134,8 KB,NULL
1542322046,OddLot_JobRunningRecord,spEED.dbo.OddLot_JobRunningRecord,tbl,132,32 KB,NULL
1627152842,LP_Aggregate_MSA_REO,spEED.dbo.LP_Aggregate_MSA_REO,tbl,129,8 KB,49:44.3
926626344,CS_MSA,spEED.dbo.CS_MSA,tbl,129,16 KB,NULL
587149137,Dictionary_Dimension_Values,spEED.dbo.Dictionary_Dimension_Values,tbl,118,16 KB,NULL
1810873568,Dictionary_TRXCusips,spEED.dbo.Dictionary_TRXCusips,tbl,118,8 KB,NULL
235251993,TruPS_Intex_Deal,spEED.CDO.TruPS_Intex_Deal,tbl,111,8 KB,25:05.6
587201192,MAP_CDO_DEAL_INDIC_ASSET,spEED.CDO.MAP_CDO_DEAL_INDIC_ASSET,tbl,109,8 KB,18:42.7
1966734159,MAP_CDO_DEAL_INDIC_ASSET,spEED.EURO.MAP_CDO_DEAL_INDIC_ASSET,tbl,109,8 KB,18:42.7
2127919248,IDS_Report_Temp,spEED.dbo.IDS_Report_Temp,tbl,107,16 KB,NULL
101575400,LP_Aggregate_LiveLoans_Mapped_Servicer,spEED.dbo.LP_Aggregate_LiveLoans_Mapped_Servicer,tbl,105,8 KB,NULL
869578136,LP_Aggregate_LiveLoans_Raw_Servicer,spEED.dbo.LP_Aggregate_LiveLoans_Raw_Servicer,tbl,105,8 KB,NULL
1729545345,SBC_DELINQUENCY_REASON_CODE,spEED.dbo.SBC_DELINQUENCY_REASON_CODE,tbl,103,8 KB,NULL
279112185,OFHEO_Volatility,spEED.dbo.OFHEO_Volatility,tbl,102,24 KB,NULL
1682977222,Basel_Overrides,spEED.dbo.Basel_Overrides,tbl,101,32 KB,33:59.2
1447676205,CUBE_Dim_ABX,spEED.dbo.CUBE_Dim_ABX,tbl,100,8 KB,NULL
469576711,Dictionary_Codes,spEED.dbo.Dictionary_Codes,tbl,97,16 KB,NULL
446728744,LP_Universe_RRM,spEED.dbo.LP_Universe_RRM,tbl,95,8 KB,NULL
789681961,TMP_TEST_CCY_DEALS,spEED.CDO.TMP_TEST_CCY_DEALS,tbl,93,8 KB,NULL
1429436712,DUEDIL_UserPermissions,spEED.dbo.DUEDIL_UserPermissions,tbl,90,8 KB,31:07.9
1664165124,IPREO_lkup_SecurityType,spEED.dbo.IPREO_lkup_SecurityType,tbl,88,8 KB,NULL
1179867270,Dictionary_CreditRatingRanks,spEED.dbo.Dictionary_CreditRatingRanks,tbl,87,8 KB,47:11.3
1712725154,Dictionary_tblsRowCount,spEED.dbo.Dictionary_tblsRowCount,tbl,85,8 KB,NULL
1761545459,SBC_DOCUMENTATION_TYPE,spEED.dbo.SBC_DOCUMENTATION_TYPE,tbl,78,8 KB,NULL
826238494,DataModifyPkSetting,spEED.dbo.DataModifyPkSetting,tbl,78,48 KB,NULL
1777545516,SBC_DWELLING_TYPE_CODE,spEED.dbo.SBC_DWELLING_TYPE_CODE,tbl,77,8 KB,NULL
523148909,CUBE_Dim_Servicers,spEED.dbo.CUBE_Dim_Servicers,tbl,76,8 KB,NULL
491148795,CUBE_Dim_Originators,spEED.dbo.CUBE_Dim_Originators,tbl,76,8 KB,NULL
729157743,OC_Test_Class_Tranche_Map,spEED.CDO.OC_Test_Class_Tranche_Map,tbl,71,8 KB,29:53.0
70395420,STP_RunErrors,spEED.dbo.STP_RunErrors,tbl,68,24 KB,46:39.6
70395420,STP_RunErrors,spEED.dbo.STP_RunErrors,tbl,68,24 KB,46:39.6
2068514748,LP_Loanagg_Cohort_paras,spEED.dbo.LP_Loanagg_Cohort_paras,tbl,66,8 KB,NULL
493882218,LP_Loanagg_Deal_Calc,spEED.dbo.LP_Loanagg_Deal_Calc,tbl,63,88 KB,NULL
425768574,Dictionary_CMBXIndices,spEED.dbo.Dictionary_CMBXIndices,tbl,63,8 KB,04:52.0
1454628225,CUBE_Dim_Fico,spEED.dbo.CUBE_Dim_Fico,tbl,62,8 KB,NULL
1823006667,STACR_CAS_FINAL_staging,spEED.dbo.STACR_CAS_FINAL_staging,tbl,62,16 KB,NULL
1793545573,SBC_INSURANCE_CO_ID,spEED.dbo.SBC_INSURANCE_CO_ID,tbl,62,8 KB,NULL
934866993,FourthBusinessDayCalendar,spEED.dbo.FourthBusinessDayCalendar,tbl,61,8 KB,00:10.1
1795537480,BBrg_BackOffice_Overrides,spEED.dbo.BBrg_BackOffice_Overrides,tbl,61,8 KB,NULL
527445053,Trepp_RateIndex,spEED.dbo.Trepp_RateIndex,tbl,59,8 KB,NULL
1921546029,SBC_Subsidy_Code,spEED.dbo.SBC_Subsidy_Code,tbl,57,8 KB,NULL
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1582628681,CUBE_Dim_State,spEED.dbo.CUBE_Dim_State,tbl,56,8 KB,53:55.9
1023446820,LP_Replines_Cohorts_list,spEED.dbo.LP_Replines_Cohorts_list,tbl,55,8 KB,NULL
322100188,Dictionary_States,spEED.dbo.Dictionary_States,tbl,55,8 KB,00:08.7
322100188,Dictionary_States,spEED.dbo.Dictionary_States,tbl,55,8 KB,53:48.9
322100188,Dictionary_States,spEED.dbo.Dictionary_States,tbl,55,8 KB,53:48.9
322100188,Dictionary_States,spEED.dbo.Dictionary_States,tbl,55,8 KB,53:48.9
1278119794,Dictionary_State_Tags,spEED.AGY.Dictionary_State_Tags,tbl,54,8 KB,50:03.9
92292580,gsm_IPIX_accounts_mapping,spEED.dbo.gsm_IPIX_accounts_mapping,tbl,54,8 KB,NULL
430728687,LP_ShortTermAdj_StateTimeLines,spEED.dbo.LP_ShortTermAdj_StateTimeLines,tbl,52,8 KB,NULL
587865161,LP_State_Distressed_MktVal_Discounts,spEED.dbo.LP_State_Distressed_MktVal_Discounts,tbl,51,8 KB,NULL
526090552,LP_PLTS_StateTaxInfo,spEED.dbo.LP_PLTS_StateTaxInfo,tbl,51,8 KB,NULL
1541580530,CS_State,spEED.dbo.CS_State,tbl,51,8 KB,52:21.8
