nid,name,path,ntype,weight,data,lasttime,faculty
901018391,LP_Replines_adv_elig_bal_Calc,spEED.dbo.LP_Replines_adv_elig_bal_Calc,tbl,27928,1528 KB,0,57
885018334,LP_Replines_adv_elig_bal,spEED.dbo.LP_Replines_adv_elig_bal,tbl,27928,1520 KB,0,52
831862576,Kroll_loan_group_pari_passu_details,spEED.dbo.Kroll_loan_group_pari_passu_details,tbl,27637,9520 KB,10:19.3,15
799862462,Kroll_loan_group,spEED.dbo.Kroll_loan_group,tbl,27637,161784 KB,10:19.3,30
1559780714,BBrg_BackOffice_DealData,spEED.dbo.BBrg_BackOffice_DealData,tbl,26895,5752 KB,0,17
2045327888,Dictionary_RegS_To_144A_Mapping,spEED.dbo.Dictionary_RegS_To_144A_Mapping,tbl,26566,2752 KB,46:39.6,83
1115255128,LP_Replines_Cohort_Calc,spEED.dbo.LP_Replines_Cohort_Calc,tbl,26244,23448 KB,0,22
1099255071,LP_Replines_Cohort,spEED.dbo.LP_Replines_Cohort,tbl,26244,23344 KB,0,46
1510321932,TAO_POSITION,spEED.dbo.TAO_POSITION,tbl,25475,6616 KB,0,15
874134555,Intex_Diversity_Industry,spEED.dbo.Intex_Diversity_Industry,tbl,25377,2816 KB,32:59.1,94
874134555,Intex_Diversity_Industry,spEED.dbo.Intex_Diversity_Industry,tbl,25377,2816 KB,32:59.1,63
1007043069,Empirasign_Offer,spEED.dbo.Empirasign_Offer,tbl,25130,4928 KB,0,17
671041872,IPREO_CitiMapping,spEED.dbo.IPREO_CitiMapping,tbl,24734,1856 KB,51:32.4,74
178672280,Intex_GroupStats,spEED.dbo.Intex_GroupStats,tbl,23409,8048 KB,0,63
975446649,LP_Replines_Deals_list_bkp,spEED.dbo.LP_Replines_Deals_list_bkp,tbl,22957,1264 KB,0,38
1973894399,LP_HistVector,spEED.dbo.LP_HistVector,tbl,22691,5480 KB,0,63
285504346,Fannie_MBSDUS_Pool,spEED.CMBS.Fannie_MBSDUS_Pool,tbl,22671,19024 KB,00:53.7,23
285504346,Fannie_MBSDUS_Pool,spEED.CMBS.Fannie_MBSDUS_Pool,tbl,22671,19024 KB,00:53.7,37
982867164,GNCMBS_Performance_New,spEED.dbo.GNCMBS_Performance_New,tbl,22628,12648 KB,05:20.3,48
1532844823,LP_Loanagg_Cohorts_Fico,spEED.dbo.LP_Loanagg_Cohorts_Fico,tbl,22390,25600 KB,0,54
935322742,LP_Servicer_Advance,spEED.dbo.LP_Servicer_Advance,tbl,22270,188184 KB,0,76
761157857,Realpoint_BondProjection,spEED.CMBS.Realpoint_BondProjection,tbl,21925,4232 KB,23:10.9,77
1900585859,ABX_CE_Delinq_History,spEED.dbo.ABX_CE_Delinq_History,tbl,20640,2632 KB,0,26
68351458,SVCR_Timeline,spEED.dbo.SVCR_Timeline,tbl,20425,4976 KB,0,42
526729029,LP_CustomDealLevel,spEED.dbo.LP_CustomDealLevel,tbl,20339,864 KB,0,20
1156407389,Desk_Classifications,spEED.CMBS.Desk_Classifications,tbl,20018,3072 KB,23:26.8,26
1407656408,ABSNET_SEV6_StructureInformation,spEED.dbo.ABSNET_SEV6_StructureInformation,tbl,19930,1600 KB,0,73
589882560,LP_Loanagg_Deal,spEED.dbo.LP_Loanagg_Deal,tbl,19806,26416 KB,0,90
1759657662,ABSNET_SEV6_DealInformation,spEED.dbo.ABSNET_SEV6_DealInformation,tbl,18950,8528 KB,0,23
954134840,Intex_HedgeInfo,spEED.dbo.Intex_HedgeInfo,tbl,18631,4616 KB,32:59.1,41
954134840,Intex_HedgeInfo,spEED.dbo.Intex_HedgeInfo,tbl,18631,4616 KB,32:59.1,71
585157230,TRANCHE_MAP,spEED.dbo.TRANCHE_MAP,tbl,18574,656 KB,29:57.6,14
1801369782,CRM_Employees,spEED.dbo.CRM_Employees,tbl,18316,5536 KB,20:05.9,42
1398348096,LP_InputFiles,spEED.dbo.LP_InputFiles,tbl,18186,792 KB,0,91
229575856,Dictionary_StringMappingValues,spEED.dbo.Dictionary_StringMappingValues,tbl,18103,1360 KB,0,98
89415738,RPT_SVCR_Timeline,spEED.dbo.RPT_SVCR_Timeline,tbl,18010,3952 KB,0,48
1927834080,SVCR_Advancing,spEED.dbo.SVCR_Advancing,tbl,17858,3520 KB,0,96
1865370010,CRM_Contact_Coverage,spEED.dbo.CRM_Contact_Coverage,tbl,17769,2960 KB,20:05.6,50
2092898873,RPT_SVCR_D60_Hist,spEED.dbo.RPT_SVCR_D60_Hist,tbl,17221,7944 KB,0,61
1695657434,ABSNET_SEV6_LockoutPeriod,spEED.dbo.ABSNET_SEV6_LockoutPeriod,tbl,17128,816 KB,0,67
509882275,LP_CS,spEED.dbo.LP_CS,tbl,16952,4088 KB,0,11
1375656294,ABSNET_SEV6_TriggerInformation,spEED.dbo.ABSNET_SEV6_TriggerInformation,tbl,16340,1632 KB,0,25
354868381,LP_ProductDetail,spEED.dbo.LP_ProductDetail,tbl,16167,1272 KB,0,87
19179514,Intex_History_ABRE,spEED.dbo.Intex_History_ABRE,tbl,15660,1392 KB,0,62
25415510,RPT_SVCR_Advancing,spEED.dbo.RPT_SVCR_Advancing,tbl,15391,2600 KB,0,68
2076898816,RPT_SVCR_DELQ_SNAPSHOT,spEED.dbo.RPT_SVCR_DELQ_SNAPSHOT,tbl,15372,5344 KB,0,88
1007446763,LP_Replines_Groups_list,spEED.dbo.LP_Replines_Groups_list,tbl,15110,608 KB,0,54
2060898759,RPT_SVCR_DELQ_2YRS,spEED.dbo.RPT_SVCR_DELQ_2YRS,tbl,15066,3248 KB,0,69
1079375310,EDW_DealInformation,spEED.dbo.EDW_DealInformation,tbl,14787,4208 KB,37:04.3,74
41415567,RPT_SVCR_Mod_Perf,spEED.dbo.RPT_SVCR_Mod_Perf,tbl,14711,2864 KB,0,40
2044898702,RPT_SVCR_CLTV,spEED.dbo.RPT_SVCR_CLTV,tbl,14605,3560 KB,0,22
555201078,MAP_CDO_DEAL_ASSET,spEED.CDO.MAP_CDO_DEAL_ASSET,tbl,14244,816 KB,17:42.6,45
1934734045,MAP_CDO_DEAL_ASSET,spEED.EURO.MAP_CDO_DEAL_ASSET,tbl,14244,816 KB,17:42.6,99
1984530649,DUEDIL_Files_Remit,spEED.dbo.DUEDIL_Files_Remit,tbl,14023,9822768 KB,22:19.7,66
43863223,LP_IntexGroupMapping,spEED.dbo.LP_IntexGroupMapping,tbl,13890,1176 KB,0,36
664753821,Dictionary_IntexHistoryDealDefinition,spEED.dbo.Dictionary_IntexHistoryDealDefinition,tbl,13797,600 KB,48:32.0,67
1458924369,LP_Calc_LP_To_Intex_Mapping,spEED.dbo.LP_Calc_LP_To_Intex_Mapping,tbl,13748,1792 KB,0,41
1266923685,LP_IntexGrpToLPPoolMapping,spEED.dbo.LP_IntexGrpToLPPoolMapping,tbl,13661,712 KB,05:13.8,46
1266923685,LP_IntexGrpToLPPoolMapping,spEED.dbo.LP_IntexGrpToLPPoolMapping,tbl,13661,712 KB,05:13.8,99
633105346,Intex_Deal_Orig,spEED.ABS.Intex_Deal_Orig,tbl,13505,12760 KB,0,80
681105517,Intex_Deal_Orig,spEED.CDO.Intex_Deal_Orig,tbl,13505,12760 KB,0,45
1326731879,Intex_Deal_Orig,spEED.EURO.Intex_Deal_Orig,tbl,13505,12760 KB,0,73
20403342,Intex_DealNews,spEED.EURO.Intex_DealNews,tbl,13428,3536 KB,00:55.6,23
1782661794,Intex_DealNews,spEED.dbo.Intex_DealNews,tbl,13428,3536 KB,00:55.6,25
2071886648,Intex_DealNews,spEED.ABS.Intex_DealNews,tbl,13428,3536 KB,00:55.6,70
2103886762,Intex_DealNews,spEED.CDO.Intex_DealNews,tbl,13428,3536 KB,00:55.6,15
2135886876,Intex_DealNews,spEED.CMBS.Intex_DealNews,tbl,13428,3536 KB,00:55.6,87
1109683101,TMP_TEST_DEALS,spEED.CDO.TMP_TEST_DEALS,tbl,13317,608 KB,0,78
2041162417,PrimeXClosingPrices,spEED.dbo.PrimeXClosingPrices,tbl,13256,880 KB,33:44.4,38
9415453,RPT_SVCR_MOD_Hist,spEED.dbo.RPT_SVCR_MOD_Hist,tbl,12954,4480 KB,0,68
1766297352,LP_Aggregate_ZipCode,spEED.dbo.LP_Aggregate_ZipCode,tbl,12913,2184 KB,0,31
57415624,RPT_SVCR_Mode_Perf_2,spEED.dbo.RPT_SVCR_Mode_Perf_2,tbl,12823,1776 KB,0,30
32627805,Trepp_Pricing,spEED.dbo.Trepp_Pricing,tbl,12747,2488 KB,12:33.2,40
1344163984,IPREO_Buy_Side_Inst,spEED.dbo.IPREO_Buy_Side_Inst,tbl,12735,12008 KB,0,54
2124898987,RPT_SVCR_CPRCDR_Snapshot,spEED.dbo.RPT_SVCR_CPRCDR_Snapshot,tbl,12716,4672 KB,0,68
1862258385,LP_StageTimeStamp,spEED.dbo.LP_StageTimeStamp,tbl,12686,1712 KB,00:54.4,46
1862258385,LP_StageTimeStamp,spEED.dbo.LP_StageTimeStamp,tbl,12686,1712 KB,01:00.7,38
990730682,Markit_TRX_Constiuent,spEED.dbo.Markit_TRX_Constiuent,tbl,12125,928 KB,02:07.7,79
2028898645,RPT_SVCR_Collat,spEED.dbo.RPT_SVCR_Collat,tbl,12097,3512 KB,0,75
1317996172,CusipsInWatchList,spEED.dbo.CusipsInWatchList,tbl,12088,264 KB,34:31.3,97
1917301940,EMAXX_Fund,spEED.dbo.EMAXX_Fund,tbl,11382,1840 KB,0,43
952442517,EMAXX_AcctMapper,spEED.dbo.EMAXX_AcctMapper,tbl,11382,1328 KB,0,69
2007834365,SVCR_D60_Hist,spEED.dbo.SVCR_D60_Hist,tbl,11202,5088 KB,0,71
1408164212,IPREO_Fund_General,spEED.dbo.IPREO_Fund_General,tbl,11148,2872 KB,51:32.4,39
1071043297,Empirasign_Bid,spEED.dbo.Empirasign_Bid,tbl,11050,2152 KB,0,54
1943834137,SVCR_CLTV,spEED.dbo.SVCR_CLTV,tbl,11004,2952 KB,0,88
2039834479,SVCR_DELQ_2YRS,spEED.dbo.SVCR_DELQ_2YRS,tbl,11004,2600 KB,0,25
2071834593,SVCR_DELQ_SNAPSHOT,spEED.dbo.SVCR_DELQ_SNAPSHOT,tbl,10993,3600 KB,0,60
2119834764,SVCR_Mod_Perf,spEED.dbo.SVCR_Mod_Perf,tbl,10941,2448 KB,0,97
2103834707,SVCR_MOD_Hist,spEED.dbo.SVCR_MOD_Hist,tbl,10683,4072 KB,0,34
1991834308,SVCR_CPRCDR_Snapshot,spEED.dbo.SVCR_CPRCDR_Snapshot,tbl,10632,3496 KB,0,27
2048530877,DUEDIL_Files_SSS,spEED.dbo.DUEDIL_Files_SSS,tbl,10582,2064416 KB,22:19.7,17
1090532110,Temp_ClientHolding,spEED.dbo.Temp_ClientHolding,tbl,10577,4608 KB,0,30
2135834821,SVCR_Mode_Perf_2,spEED.dbo.SVCR_Mode_Perf_2,tbl,10575,1600 KB,0,79
1959834194,SVCR_Collat,spEED.dbo.SVCR_Collat,tbl,10544,3344 KB,0,83
633105346,Intex_Deal_Orig,spEED.ABS.Intex_Deal_Orig,tbl,10486,8032 KB,0,23
681105517,Intex_Deal_Orig,spEED.CDO.Intex_Deal_Orig,tbl,10486,8032 KB,0,82
1326731879,Intex_Deal_Orig,spEED.EURO.Intex_Deal_Orig,tbl,10486,8032 KB,0,48
20351287,SVCR_RollRateSnapShot,spEED.dbo.SVCR_RollRateSnapShot,tbl,10441,3872 KB,0,85
138847957,EDW_AUT_DealBondTranche,spEED.dbo.EDW_AUT_DealBondTranche,tbl,10320,6400 KB,56:38.9,29
154848014,EDW_AUT_DealBondSecurity,spEED.dbo.EDW_AUT_DealBondSecurity,tbl,10320,4480 KB,56:38.9,22
170848071,EDW_AUT_DealBondContact,spEED.dbo.EDW_AUT_DealBondContact,tbl,10320,3896 KB,56:38.9,18
186848128,EDW_AUT_DealBond,spEED.dbo.EDW_AUT_DealBond,tbl,10320,1272 KB,56:38.9,39
767862348,Kroll_bond,spEED.dbo.Kroll_bond,tbl,10302,7176 KB,10:19.3,33
2087834650,SVCR_LS_Snapshot,spEED.dbo.SVCR_LS_Snapshot,tbl,10297,4704 KB,0,54
16627748,Trepp_Pricing_staging,spEED.dbo.Trepp_Pricing_staging,tbl,10295,1040 KB,12:31.7,84
2108898930,RPT_SVCR_ROLL_RATE_SNAPSHOT,spEED.dbo.RPT_SVCR_ROLL_RATE_SNAPSHOT,tbl,9971,3200 KB,0,64
20403342,Intex_DealNews,spEED.EURO.Intex_DealNews,tbl,9964,2568 KB,00:55.6,40
1782661794,Intex_DealNews,spEED.dbo.Intex_DealNews,tbl,9964,2568 KB,00:55.6,46
2071886648,Intex_DealNews,spEED.ABS.Intex_DealNews,tbl,9964,2568 KB,00:55.6,91
2103886762,Intex_DealNews,spEED.CDO.Intex_DealNews,tbl,9964,2568 KB,00:55.6,45
2135886876,Intex_DealNews,spEED.CMBS.Intex_DealNews,tbl,9964,2568 KB,00:55.6,38
2140899044,RPT_SVCR_LS_Snapshot,spEED.dbo.RPT_SVCR_LS_Snapshot,tbl,9783,3768 KB,0,92
36351344,SVCR_SS_Hist,spEED.dbo.SVCR_SS_Hist,tbl,9774,2672 KB,0,98
855374512,EDW_RMBS_DealSubmissionMetrics,spEED.dbo.EDW_RMBS_DealSubmissionMetrics,tbl,9269,4528 KB,40:27.0,11
871374569,EDW_RMBS_DealSubmissionMetadata,spEED.dbo.EDW_RMBS_DealSubmissionMetadata,tbl,9269,1440 KB,40:27.1,54
758397871,Halifax_Regional_Prices,spEED.EURO.Halifax_Regional_Prices,tbl,8970,408 KB,0,52
73415681,RPT_SVCR_SS_Hist,spEED.dbo.RPT_SVCR_SS_Hist,tbl,8736,2144 KB,0,57
2093966536,All_DealAggregates,spEED.CDO.All_DealAggregates,tbl,8486,5664 KB,25:03.2,52
2093966536,All_DealAggregates,spEED.CDO.All_DealAggregates,tbl,8486,5664 KB,25:03.2,98
824494116,LP_NAMECODE,spEED.dbo.LP_NAMECODE,tbl,8075,304 KB,05:13.5,23
1312163870,IPREO_Buy_Side_Group_Inst,spEED.dbo.IPREO_Buy_Side_Group_Inst,tbl,8002,136 KB,0,72
1634104862,OFHEO_HPI_ByState,spEED.dbo.OFHEO_HPI_ByState,tbl,7852,248 KB,00:08.7,30
2031762741,TREASURY_CONSTANT_MATURITY_RATE,spEED.dbo.TREASURY_CONSTANT_MATURITY_RATE,tbl,7425,344 KB,0,76
1784926722,Intex_GroupPerformance_History,spEED.dbo.Intex_GroupPerformance_History,tbl,7221,512 KB,0,61
2031475903,LP_CACalc_ForborneMethod2,spEED.dbo.LP_CACalc_ForborneMethod2,tbl,7041,448 KB,0,53
498725475,CVA_Oasys_Staging,spEED.dbo.CVA_Oasys_Staging,tbl,6813,3624 KB,0,58
624161419,Original_Data,spEED.AGY.Original_Data,tbl,6733,176 KB,0,82
615373657,EDW_SME_DealBond,spEED.dbo.EDW_SME_DealBond,tbl,6671,768 KB,0,100
551373429,EDW_SME_DealBondTranche,spEED.dbo.EDW_SME_DealBondTranche,tbl,6671,2392 KB,0,62
567373486,EDW_SME_DealBondSecurity,spEED.dbo.EDW_SME_DealBondSecurity,tbl,6671,1784 KB,0,63
583373543,EDW_SME_DealBondContact,spEED.dbo.EDW_SME_DealBondContact,tbl,6671,2648 KB,0,73
599373600,EDW_SME_DealBondCollateral,spEED.dbo.EDW_SME_DealBondCollateral,tbl,6666,1032 KB,0,69
105897036,LP_CusipAggregates_ForLoanGroups_Extended_20161119,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161119,tbl,6202,7448 KB,0,23
2128856238,LP_CusipAggregates_ForLoanGroups_Extended_20161118,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161118,tbl,6202,7448 KB,0,43
2084332077,LP_CusipAggregates_ForLoanGroups_Extended_20161117,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161117,tbl,6202,7456 KB,0,35
2039807916,LP_CusipAggregates_ForLoanGroups_Extended_20161116,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161116,tbl,6202,7456 KB,0,55
1899283413,LP_CusipAggregates_ForLoanGroups_Extended_20161115,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161115,tbl,6202,7464 KB,0,78
1598758340,LP_CusipAggregates_ForLoanGroups_Extended_20161112,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161112,tbl,6202,7456 KB,0,41
1666234578,LP_CusipAggregates_ForLoanGroups_Extended_20161111,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161111,tbl,6202,7456 KB,0,11
1852546379,LP_CusipAggregates_ForLoanGroups_Extended,spEED.dbo.LP_CusipAggregates_ForLoanGroups_Extended,tbl,6200,8040 KB,0,46
1932546664,LP_CusipAggregates_ForLoanGroups_Extended,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended,tbl,6200,8040 KB,0,85
1852546379,LP_CusipAggregates_ForLoanGroups_Extended,spEED.dbo.LP_CusipAggregates_ForLoanGroups_Extended,tbl,6200,7456 KB,0,52
1932546664,LP_CusipAggregates_ForLoanGroups_Extended,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended,tbl,6200,7456 KB,0,99
2111476188,LP_CusipAggregates_ForLoanGroups_Extended_20161125,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161125,tbl,6200,7456 KB,0,10
239469519,LP_CusipAggregates_ForLoanGroups_Extended_20161124,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161124,tbl,6200,7464 KB,0,43
370945985,LP_CusipAggregates_ForLoanGroups_Extended_20161123,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161123,tbl,6200,7456 KB,0,49
438422223,LP_CusipAggregates_ForLoanGroups_Extended_20161122,spEED.Published.LP_CusipAggregates_ForLoanGroups_Extended_20161122,tbl,6200,7456 KB,0,97
1699537138,LP_Minis_cusip,spEED.dbo.LP_Minis_cusip,tbl,5963,1368 KB,0,40
2307268,IPReoCompanies,spEED.dbo.IPReoCompanies,tbl,5858,2280 KB,0,70
1143779232,Trups_Intex_Deal_History,spEED.CDO.Trups_Intex_Deal_History,tbl,5725,776 KB,25:05.1,98
1511676433,CUBE_Fact_Deal,spEED.dbo.CUBE_Fact_Deal,tbl,5360,1800 KB,0,15
691741767,LP_CusipAggregates_ForLoanGroups,spEED.dbo.LP_CusipAggregates_ForLoanGroups,tbl,5164,1528 KB,0,75
178359950,LP_Report_Shelf_List,spEED.dbo.LP_Report_Shelf_List,tbl,5060,280 KB,0,95
1125579048,CS_Index,spEED.dbo.CS_Index,tbl,4797,176 KB,56:32.0,63
1125579048,CS_Index,spEED.dbo.CS_Index,tbl,4797,176 KB,50:28.4,42
573882503,LP_Replines_Deal,spEED.dbo.LP_Replines_Deal,tbl,4796,4264 KB,0,84
1730105204,LP_Aggregate_Raw_Originator_Category_State,spEED.dbo.LP_Aggregate_Raw_Originator_Category_State,tbl,4658,688 KB,52:21.3,74
1826105546,LP_Aggregate_Mapped_Originator_Category_State,spEED.dbo.LP_Aggregate_Mapped_Originator_Category_State,tbl,4658,688 KB,0,43
2121058592,CS_IndexVolatility,spEED.dbo.CS_IndexVolatility,tbl,4497,312 KB,32:26.6,41
2121058592,CS_IndexVolatility,spEED.dbo.CS_IndexVolatility,tbl,4497,312 KB,33:38.4,14
1052712440,LP_Report_Shelf_List_Rpt_bk,spEED.dbo.LP_Report_Shelf_List_Rpt_bk,tbl,4333,288 KB,0,56
1099463291,LP_Report_Shelf_List_Rpt,spEED.dbo.LP_Report_Shelf_List_Rpt,tbl,4333,288 KB,0,51
1922873967,TRX_IndexComposites,spEED.dbo.TRX_IndexComposites,tbl,4290,248 KB,0,29
906134669,Intex_Diversity_NP_Industry,spEED.dbo.Intex_Diversity_NP_Industry,tbl,4173,464 KB,32:59.1,74
906134669,Intex_Diversity_NP_Industry,spEED.dbo.Intex_Diversity_NP_Industry,tbl,4173,464 KB,32:59.1,71
114672052,Dictionary_IntexShipFiles,spEED.dbo.Dictionary_IntexShipFiles,tbl,4126,560 KB,33:01.9,74
7983405,tblOfCusips,spEED.dbo.tblOfCusips,tbl,4119,184 KB,0,45
1179255356,LP_Replines_Custom_Calc,spEED.dbo.LP_Replines_Custom_Calc,tbl,4109,3664 KB,0,22
1163255299,LP_Replines_Custom,spEED.dbo.LP_Replines_Custom,tbl,4109,3656 KB,0,55
2132111282,GSA_Malls,spEED.CMBS.GSA_Malls,tbl,3983,688 KB,0,20
1908201848,Speed_CDO_Explosion_By_Category,spEED.CDO.Speed_CDO_Explosion_By_Category,tbl,3880,200 KB,0,14
2030734387,Speed_CDO_Explosion_By_Category,spEED.EURO.Speed_CDO_Explosion_By_Category,tbl,3880,200 KB,0,74
1103043411,Empirasign_Market,spEED.dbo.Empirasign_Market,tbl,3615,656 KB,0,15
1063791693,Morningstar_LoanAdditionalDebt,spEED.dbo.Morningstar_LoanAdditionalDebt,tbl,3556,920 KB,0,63
74847729,EDW_AUT_DealSubmissionMetrics,spEED.dbo.EDW_AUT_DealSubmissionMetrics,tbl,3428,1928 KB,56:38.9,93
90847786,EDW_AUT_DealSubmissionMetadata,spEED.dbo.EDW_AUT_DealSubmissionMetadata,tbl,3428,528 KB,56:38.9,72
114099447,LP_CusipGroups,spEED.dbo.LP_CusipGroups,tbl,3291,160 KB,0,79
482673363,DUEDIL_Override_Values,spEED.dbo.DUEDIL_Override_Values,tbl,3278,3712 KB,31:08.1,40
1173579219,CS_County,spEED.dbo.CS_County,tbl,3242,176 KB,10:50.0,45
1173579219,CS_County,spEED.dbo.CS_County,tbl,3242,176 KB,10:50.0,23
596301284,Dictionary_ComformingLoanLimits,spEED.dbo.Dictionary_ComformingLoanLimits,tbl,3233,264 KB,0,28
1819153526,Dictionary_CountyFIPS,spEED.dbo.Dictionary_CountyFIPS,tbl,3233,104 KB,0,55
1664777038,Dictionary_ConformingLoanLimits,spEED.dbo.Dictionary_ConformingLoanLimits,tbl,3233,240 KB,0,47
740249742,Dictionary_ConformingLoanLimits_New,spEED.dbo.Dictionary_ConformingLoanLimits_New,tbl,3232,448 KB,00:08.7,46
384720423,Trepp_Deal,spEED.dbo.Trepp_Deal,tbl,3171,16408 KB,00:49.9,100
1983475732,LP_CACalc_Reduced,spEED.dbo.LP_CACalc_Reduced,tbl,3102,88 KB,0,32
1197884726,LP_FILE,spEED.dbo.LP_FILE,tbl,3041,224 KB,04:57.5,26
561697349,NationStar_Modification,spEED.dbo.NationStar_Modification,tbl,3035,728 KB,0,12
1712777209,Trepp_Note,spEED.dbo.Trepp_Note,tbl,2949,1168 KB,0,23
1439656522,ABSNET_SEV6_StepdownInformation,spEED.dbo.ABSNET_SEV6_StepdownInformation,tbl,2878,120 KB,0,77
1727657548,ABSNET_SEV6_LockoutInformation,spEED.dbo.ABSNET_SEV6_LockoutInformation,tbl,2857,96 KB,0,37
1500844709,LP_Replines_Cohorts_Fico,spEED.dbo.LP_Replines_Cohorts_Fico,tbl,2759,2208 KB,0,31
1090128416,TAO_PAYDOWN,spEED.dbo.TAO_PAYDOWN,tbl,2745,272 KB,0,99
1690137462,Dictionary_IntexReadersRecoveryQueue,spEED.dbo.Dictionary_IntexReadersRecoveryQueue,tbl,2661,192 KB,05:46.0,16
1525840748,Markit_CMBX_Component,spEED.dbo.Markit_CMBX_Component,tbl,2640,560 KB,31:42.9,43
1255011552,ABX_Aggregates,spEED.dbo.ABX_Aggregates,tbl,2610,680 KB,26:57.3,13
1039446877,LP_Replines_FittingCohorts_list,spEED.dbo.LP_Replines_FittingCohorts_list,tbl,2578,152 KB,0,75
1837301655,BBrg_BackOfficeLocal,spEED.dbo.BBrg_BackOfficeLocal,tbl,2556,152 KB,48:28.8,95
1287428106,EDW_CMR_DealBondTranche,spEED.dbo.EDW_CMR_DealBondTranche,tbl,2529,1360 KB,0,77
1319428220,EDW_CMR_DealBondSecurity,spEED.dbo.EDW_CMR_DealBondSecurity,tbl,2529,1096 KB,0,24
1351428334,EDW_CMR_DealBondContact,spEED.dbo.EDW_CMR_DealBondContact,tbl,2529,1120 KB,0,64
1383428448,EDW_CMR_DealBond,spEED.dbo.EDW_CMR_DealBond,tbl,2529,288 KB,0,45
1586208801,User_Portfolios,spEED.dbo.User_Portfolios,tbl,2488,104 KB,0,20
1967475675,LP_CACalc_Forborne,spEED.dbo.LP_CACalc_Forborne,tbl,2428,56 KB,0,51
1999475789,LP_CACalc_Combined,spEED.dbo.LP_CACalc_Combined,tbl,2428,88 KB,0,12
1669685096,Trepp_Deal_Strats,spEED.dbo.Trepp_Deal_Strats,tbl,2302,680 KB,23:01.9,73
2095775715,GSM_ClientPortfolio,spEED.dbo.GSM_ClientPortfolio,tbl,2284,256 KB,0,49
104803881,MarkIT_ABX_Perf_History,spEED.dbo.MarkIT_ABX_Perf_History,tbl,2261,1000 KB,0,70
1484844652,LP_Replines_Cohorts_Fico_Calc,spEED.dbo.LP_Replines_Cohorts_Fico_Calc,tbl,2233,1832 KB,0,11
2058763433,aca_table_backup_rerun_status,spEED.AGY.aca_table_backup_rerun_status,tbl,2232,232 KB,0,15
1070119053,Dictionary_LoginTracker,spEED.dbo.Dictionary_LoginTracker,tbl,2230,352 KB,0,24
1055446934,LP_Replines_CustomDealLevel_list,spEED.dbo.LP_Replines_CustomDealLevel_list,tbl,1977,96 KB,0,32
1839397672,Vector_Losses,spEED.CMBS.Vector_Losses,tbl,1920,104 KB,47:33.4,85
1919475504,LP_CollateralAnalysis_tmp,spEED.dbo.LP_CollateralAnalysis_tmp,tbl,1908,384 KB,0,51
1794105432,LP_Aggregate_Mapped_Servicer_Category_State,spEED.dbo.LP_Aggregate_Mapped_Servicer_Category_State,tbl,1891,272 KB,52:21.3,21
1762105318,LP_Aggregate_Raw_Servicer_Category_State,spEED.dbo.LP_Aggregate_Raw_Servicer_Category_State,tbl,1891,272 KB,0,66
180195692,Dictionary_MSAForLZ,spEED.dbo.Dictionary_MSAForLZ,tbl,1874,64 KB,0,75
605882617,LP_Replines_Deal_RRM_Para,spEED.dbo.LP_Replines_Deal_RRM_Para,tbl,1868,160 KB,0,72
1487344363,Staging_CDOToExplode,spEED.CDO.Staging_CDOToExplode,tbl,1843,264 KB,01:59.8,48
2094734615,Staging_CDOToExplode,spEED.EURO.Staging_CDOToExplode,tbl,1843,264 KB,01:59.8,19
911446421,servicer_mapping__TblBackup,spEED.dbo.servicer_mapping__TblBackup,tbl,1793,88 KB,0,88
346692533,servicer_mapping,spEED.dbo.servicer_mapping,tbl,1793,112 KB,00:08.7,22
343372688,EDW_SME_DealSubmissionMetrics,spEED.dbo.EDW_SME_DealSubmissionMetrics,tbl,1686,800 KB,0,71
359372745,EDW_SME_DealSubmissionMetadata,spEED.dbo.EDW_SME_DealSubmissionMetadata,tbl,1686,224 KB,32:42.3,16
361104377,LeonCusips,spEED.dbo.LeonCusips,tbl,1660,168 KB,0,79
988126861,GSM_DRIVER_DATA,spEED.dbo.GSM_DRIVER_DATA,tbl,1578,216 KB,0,75
1632724869,Dictionary_CMBXCusips,spEED.dbo.Dictionary_CMBXCusips,tbl,1575,48 KB,04:53.5,25
4403285,Intex_DealReview,spEED.CMBS.Intex_DealReview,tbl,1552,720 KB,00:54.8,50
36403399,Intex_DealReview,spEED.EURO.Intex_DealReview,tbl,1552,720 KB,00:54.8,42
1814661908,Intex_DealReview,spEED.dbo.Intex_DealReview,tbl,1552,720 KB,00:54.8,88
2087886705,Intex_DealReview,spEED.ABS.Intex_DealReview,tbl,1552,720 KB,00:54.8,80
2119886819,Intex_DealReview,spEED.CDO.Intex_DealReview,tbl,1552,720 KB,00:54.8,42
